id_transacao,id_cliente,data_transacao,valor,categoria,tipo_dispositivo
8f2f1b25-02b3-4035-85d4-0f210e9220e0,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-09-04 23:05:30,3404.8,PIX,Android
fe8bef23-945e-4c50-b110-166df5d6e62f,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-02-16 23:07:24,2752.08,Saque,iOS
0ce8518e-1a31-44b5-84f0-dba725e2d5bc,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-11-15 11:15:17,4108.53,Cartão,Web
be5f4723-9c64-4fd8-879a-c5193f40566f,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2026-01-21 13:09:23,4604.11,PIX,Android
5ba3643d-e9bb-4d79-9e47-a2d919693a27,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-09-02 22:40:23,1803.82,Cartão,iOS
e5766b27-790f-4da3-96d3-9b60da1d1478,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-05-29 14:47:46,4365.18,Cartão,iOS
6fdfe623-3c5c-4bf7-a5a5-27086c8821b6,f523f0ee-a462-43e5-b4c1-d4ebf322de1b,2025-07-29 12:17:42,777.61,PIX,iOS
c64e3bfd-6822-4eac-817d-e7e6922241c2,3b2516ca-98bc-496b-afbe-1c715106780e,2025-09-19 01:21:40,1910.21,Cartão,iOS
4b19d045-fcf0-42ff-b73e-261c31178d8a,3b2516ca-98bc-496b-afbe-1c715106780e,2025-11-25 07:50:35,1548.53,Cartão,Web
f6d20eec-49bf-4670-9e3c-e4a23e04f9d7,3b2516ca-98bc-496b-afbe-1c715106780e,2025-03-13 03:23:28,3680.87,Cartão,Android
7450676d-095f-48f7-be8b-d0cfd21fc445,3b2516ca-98bc-496b-afbe-1c715106780e,2025-05-27 23:09:01,2810.03,PIX,Web
7fc92736-30bd-47d5-890c-ef394c46ff92,3b2516ca-98bc-496b-afbe-1c715106780e,2025-10-27 20:06:43,3464.94,Cartão,Web
70c871c4-617f-4d8f-8348-a0ea144d4001,3b2516ca-98bc-496b-afbe-1c715106780e,2026-01-29 05:50:38,1524.75,PIX,Web
a7f861a4-9228-4b1a-8a4c-700962b458db,3b2516ca-98bc-496b-afbe-1c715106780e,2025-04-16 21:58:11,3385.44,PIX,Web
380bfa9e-8c35-4b6b-80b0-caf7cd7484a5,3b2516ca-98bc-496b-afbe-1c715106780e,2025-12-24 21:11:19,2593.28,PIX,Web
d56ffebb-ce35-4478-a410-6ca5c4fcc89d,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-06-07 12:35:01,1870.75,PIX,Android
4617842c-9bc3-44dc-a18c-0315a7449425,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-09-29 04:08:45,2517.43,Saque,iOS
c458190f-9c4b-43f7-baf9-83d0a6bad1c6,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-07-21 18:09:01,4849.87,Cartão,Android
e5e76aed-0ce9-4256-8740-15a5ca010df2,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-03-09 19:34:37,2909.09,Cartão,Android
1c37a48a-1aaa-43a5-b17c-358348c60222,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-07-12 14:54:25,3215.36,PIX,Web
b2bad47f-5fb5-43ce-a510-a8afd95fc9ec,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-12-22 22:33:40,2043.67,PIX,Android
6dc7c693-c190-402c-813e-adffd4949376,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-11-26 16:37:34,2747.16,PIX,Web
2e57eea9-39e4-41b4-992a-2b55a6bdd6c8,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-08-25 15:59:34,2387.67,PIX,Android
a2cb074d-d995-4e55-b8e5-89932fdec353,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-05-01 06:17:58,4666.72,Saque,Android
dc847822-72c3-480b-9347-b83372e66b1e,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-09-30 17:33:06,1290.65,PIX,iOS
1e0e3a81-5329-4d2e-bd23-905d9c10b3fd,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-11-15 08:12:58,2530.58,Cartão,iOS
6d2974d3-2717-48ce-a6e0-d3fb255e4efb,e3dbbe79-7118-4b46-a70e-4dfd1129394d,2025-03-18 04:50:12,3641.01,PIX,Web
1e6961ba-16fc-42b9-9d63-8c59d46f4ab6,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-05-31 08:29:33,3068.95,Cartão,Web
2ed29851-3811-4eb5-bf03-4b04b79d89b7,0f34960e-e9cd-4c57-b65c-462c5600e900,2026-01-18 20:14:53,1719.75,PIX,iOS
c406ee86-bad4-4f2f-83b9-46f645317e4d,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-06-15 00:09:37,3299.95,PIX,Web
f1e58f78-4e4e-461b-beb9-9f2fd7f60f5d,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-05-24 23:42:38,1213.37,Cartão,iOS
0d82ff9a-b9d4-4c4e-a58b-384be15e44b8,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-10-12 11:45:11,520.68,PIX,Android
74f21c61-325f-40e4-8799-3c555a928277,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-09-04 04:48:08,2648.27,Cartão,Web
78d1ac26-4207-46da-b087-16215c4137bf,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-08-18 02:08:11,1668.77,PIX,Android
72b4a5ca-79d1-4adb-9c41-8899f5f3ae6c,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-03-25 06:45:33,2561.29,Saque,iOS
35b10828-8a00-46eb-ac0b-40bc6bf8c052,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-12-22 02:57:12,2809.67,PIX,Android
e1cb54fc-0887-41ad-a48c-4502c31f4ccd,0f34960e-e9cd-4c57-b65c-462c5600e900,2025-12-09 20:10:32,4302.13,Cartão,iOS
352cc0e7-5766-4bd7-88cd-b93934df0048,acf3e9fd-d347-4668-8609-69dbe3d6216d,2025-12-22 18:49:43,4352.9,PIX,Android
8bbe70a8-5ede-4a77-bbdb-a36af7794207,acf3e9fd-d347-4668-8609-69dbe3d6216d,2026-01-21 19:55:53,2960.02,Saque,Android
63241c28-a522-4713-8ef8-b5d67a7b9a53,acf3e9fd-d347-4668-8609-69dbe3d6216d,2025-06-06 15:41:48,16.0,Cartão,iOS
2e836d69-917a-4fd1-948e-b44d8d884159,acf3e9fd-d347-4668-8609-69dbe3d6216d,2025-10-19 13:15:10,3899.53,Cartão,Web
981174e6-949a-43de-ab02-853c5d341ae7,acf3e9fd-d347-4668-8609-69dbe3d6216d,2026-01-05 15:36:33,618.82,Saque,Android
33be4da8-21a9-4c8c-bd9b-79728e33c131,acf3e9fd-d347-4668-8609-69dbe3d6216d,2025-08-19 02:25:37,2619.93,Saque,Web
f8293d07-c160-4f66-a3ac-e698e6c46139,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2025-11-11 15:01:13,4850.69,Saque,Android
82d9f4ff-94b6-432e-a3fe-2a96659297a5,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2026-02-09 16:02:13,3347.43,PIX,Web
fcfd79b6-b67b-4a8a-a27b-c5a4e066848a,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2025-11-15 02:00:53,339.19,Cartão,Web
3498c04f-2c97-4341-8ba7-72588c42d509,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2026-01-27 16:26:27,3630.4,Saque,Android
57b82b68-0545-42b6-8827-74ae97502b44,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2025-06-21 01:40:57,1605.19,Cartão,iOS
1b45b035-7f5e-4eb5-9159-1d57576249d6,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2025-08-21 07:32:46,2646.3,Cartão,Web
5c333cae-51f4-47b9-ad13-dd00d559b952,a9ab5c4d-5dc0-4091-8e40-f32dbdfc7bf0,2026-02-08 08:48:38,3183.71,PIX,Android
92ab72f3-b245-4219-9d66-b3dfe47bf2cf,881b3435-878b-4f6e-9fa6-ff192192fc52,2025-11-11 04:18:18,2454.02,Cartão,Web
85580f50-cf20-40c1-8124-e94af056a1bc,881b3435-878b-4f6e-9fa6-ff192192fc52,2025-02-24 10:25:50,2804.84,Cartão,Web
c0c6ead0-e8d6-43c4-995e-02a0cad8118d,881b3435-878b-4f6e-9fa6-ff192192fc52,2025-03-16 05:11:00,123.45,Cartão,iOS
0070272f-166c-4e30-bdb5-17cc9c948b0d,881b3435-878b-4f6e-9fa6-ff192192fc52,2025-08-06 01:28:53,33.16,PIX,Android
df1eb905-86ea-4e0e-81f4-686a7d7557b8,881b3435-878b-4f6e-9fa6-ff192192fc52,2025-12-01 18:10:27,3340.63,Cartão,iOS
f3ce4eb7-4395-4cc0-b335-35d0725da326,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-08-31 03:07:14,4364.25,Cartão,Web
1d59c09e-c1dc-4b6d-914a-e2dfc7b5f949,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-12-20 14:03:46,2567.83,Saque,iOS
24262bab-9f62-4866-a2f1-4855abee9275,75ad6972-cb94-499e-8a76-794b65a2d54e,2026-01-15 11:27:49,2026.33,Saque,Web
b09c297f-f12c-4ad0-9d2a-c5a156233424,75ad6972-cb94-499e-8a76-794b65a2d54e,2026-01-14 17:08:12,2206.2,Saque,Web
2be3e2c9-b3ff-4763-9502-c7ca32dd6f52,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-09-28 08:29:01,738.91,Cartão,Android
e6086209-fb22-42a3-9677-cdf3a745b404,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-02-24 05:25:42,3398.45,Cartão,Android
b3db36f0-35fa-4ebe-b828-06e3e3c8a0bd,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-06-05 20:39:19,2228.82,Cartão,Android
3d25dbc6-7827-4757-be8f-41f8b10683f9,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-06-01 10:09:16,4171.07,Cartão,iOS
c2e0557a-ff40-4f66-87c8-ee801bb939ff,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-07-01 20:09:53,381.13,Saque,iOS
5ba260b6-2a10-45f5-8154-74ea94372d71,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-02-14 10:54:45,3581.63,Cartão,iOS
7e653ba2-f117-47f5-a4ac-8e4bc3c838df,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-09-23 12:45:20,4351.89,PIX,iOS
0e7e58ec-67d3-4f0d-a467-5724d58bc00a,75ad6972-cb94-499e-8a76-794b65a2d54e,2026-01-05 15:28:50,606.5,Cartão,Android
cc7b687c-b917-4bbf-b45e-892e42624812,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-06-04 02:38:30,2055.87,Saque,Web
cf7936c2-d05c-4058-aecb-a73715100a4c,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-03-22 12:35:42,3741.08,PIX,Android
77f3612e-0fd8-4b79-a36e-49910f85058f,75ad6972-cb94-499e-8a76-794b65a2d54e,2025-07-29 17:33:26,93.54,PIX,Android
799ff3d0-9490-457e-ac9e-b026c6c775e0,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-12-14 14:42:36,4824.04,Cartão,Web
98d9ce0a-7e71-4c5c-9eb5-163b9cc7a053,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-11-02 14:49:42,4445.58,Saque,Android
89af9459-58f7-4b7d-840f-83de86e229fd,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-03-22 09:07:54,4896.5,Cartão,Android
68bd686a-c6b6-4cbc-a6c1-f42321d770a8,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-12-01 22:15:50,4586.44,Saque,Android
cc13a71c-82c2-4aeb-bca5-d9cf6f8031d5,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2026-01-24 17:37:01,4135.32,PIX,iOS
bb8f71b4-ae6b-44b1-ac8d-d344fc0f2f6c,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-05-24 09:22:34,862.8,PIX,iOS
32fb063f-fc47-4378-b2aa-0c1c1918071c,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-05-27 02:53:55,4625.4,Cartão,iOS
5bf5dd22-705f-407a-a7b0-58d3b2ed4e79,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-05-26 04:39:41,3543.67,PIX,iOS
dae111b7-db85-4da3-9653-4bb952755506,f53f8d19-61cc-4d01-a912-cdfcc4eaafe6,2025-05-28 12:33:40,4304.77,PIX,Web
5b9f4394-592d-4856-9387-71a0e48a9ef8,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-05-09 07:09:22,3497.64,Cartão,Android
af41276f-0c80-4f1e-a778-590b9a770f29,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-10-23 18:26:14,3691.22,Saque,Android
44c0c114-5164-4af0-8d8d-e5f572d1c705,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-05-15 02:05:25,878.28,PIX,Android
c6b9bdb1-cf3e-44d3-a9c2-677bc5370616,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-04-25 12:44:03,2599.62,Cartão,Android
b9fe7863-7811-4ff8-9289-84d7e82803c3,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-09-05 08:51:36,1881.53,PIX,Web
46990d8b-735c-4f5c-bb30-8bc2443729ae,ac086908-2ea7-4fda-ae58-ba0d9ebc1dd3,2025-02-26 07:56:50,3382.6,PIX,Android
57885619-8b92-4a95-b62b-32b36f357e58,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-07-01 23:41:07,1728.98,Cartão,Web
0d578fba-82f2-4ef4-98ff-3d0d7911b18d,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-08-02 07:03:28,1567.84,Saque,Android
d2d8c2ad-2490-4123-8779-3a22d4f60dd1,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-11-02 06:58:16,1488.06,Cartão,Web
0a73770b-8a4e-4d8c-862f-134f103428d1,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-06-22 23:58:32,3983.19,PIX,iOS
c8614b08-eb4d-433c-822f-716a1f7aaaa3,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-05-07 04:16:58,2245.18,Cartão,Android
2d458a7c-f685-43c2-8860-558b0867cd93,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-12-09 18:46:02,3363.18,PIX,iOS
027880cd-3ec9-429e-929b-79dfe68f57b3,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-08-24 15:29:57,1668.93,Cartão,iOS
08d44a68-4112-46f7-81cc-1d32febc5233,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-07-12 13:41:14,4050.93,PIX,iOS
120d8cc3-d31d-4cf7-a2c2-7e1ee265ac38,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-04-05 15:16:55,1634.44,PIX,Web
ee7210a9-577c-4b8d-ba9d-a8cb6218fa4a,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2025-08-09 04:43:10,2006.7,Saque,Android
557b3b23-2d82-48b5-b844-d4d53908235a,4c0fd0bc-baf1-47a7-93ec-b9330e88e9b7,2026-01-21 21:41:14,4294.96,PIX,iOS
b628d997-0903-490a-b300-dff716ec70eb,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-04-30 19:35:43,1148.22,Saque,iOS
7cabfe2a-4476-483a-8d14-746332334cae,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-10-03 23:30:32,4154.97,PIX,Web
a9f2aa42-1be0-40f0-b4ed-548564d38a50,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-05-05 06:31:31,2714.72,PIX,Android
29bce2d2-67c3-4fc0-815c-7457045544b4,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-04-04 13:27:07,575.2,Cartão,Android
b288cbfb-4e6b-486f-baab-c916fd27c719,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-09-13 10:26:24,4916.54,Saque,Android
92df3829-a7d4-4572-849a-e6afd0df0460,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-05-05 00:50:52,1885.88,Saque,Android
843c56d3-dc00-4067-a501-0cdb681c88ab,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-02-28 17:29:53,1734.19,PIX,iOS
e1a64ddd-956c-4c77-951b-b1660290fc6c,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-04-11 09:39:22,2567.9,PIX,Android
23ddd4fe-4714-4014-b29d-356aecdd7c67,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-11-19 22:38:37,4161.75,PIX,Android
f8173564-f798-47ac-a032-58deae4657d7,a1e19277-f656-4360-9834-5ccd2050bd8a,2025-12-27 00:34:16,3688.68,Saque,Android
c009a2d7-cc43-40ff-8031-28b5f0c9dfd9,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-11-27 13:04:09,3191.67,PIX,Web
1386e482-0187-452c-8906-32830c9b7c27,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-09-09 20:15:59,517.93,PIX,iOS
4e0ea6ee-0019-4b26-a43c-4fc7139fb489,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-11-19 01:47:53,125.72,Saque,Web
db01600c-6338-4e34-be5e-5498c0875f58,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-11-05 19:36:49,1882.85,Saque,iOS
463db347-9a74-4946-b7b0-cc7942b1b1fe,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-11-15 09:12:47,29.07,Saque,Web
fc2f3cce-995a-4fa9-a23b-d142eaa7f79c,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-10-04 20:05:49,3180.67,Cartão,Android
7af23f33-5af2-4c6d-a001-9c6b4f77ed3b,264d0bf8-0624-492d-bbc2-cfd2a7454c51,2025-05-26 18:12:00,3873.02,PIX,iOS
53645e7d-7356-414e-93b0-7e2ace80df1c,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-07-24 13:23:10,2177.45,PIX,Web
7a34cfb4-3741-41f4-84be-d548bb8c9989,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-04-15 02:06:48,3428.84,Saque,Web
37c9e156-5a40-4451-bbf6-f362e8cffe57,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-06-04 19:27:02,1663.43,Cartão,Android
eb050655-63b9-4ebd-a939-aa7bcc90ccfd,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-03-02 09:31:43,2002.88,PIX,Web
5419fb88-eeef-4c44-8091-1178ca5f2c88,a59619c9-8909-4ae2-b762-e3bdf522c547,2026-01-08 05:11:19,2646.54,PIX,iOS
d56b410f-163d-48ac-8567-07274bde3580,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-03-29 06:11:07,3181.87,PIX,iOS
1901ec63-7d4a-430e-9486-7d022dc728d5,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-08-28 19:24:11,4114.25,Saque,Android
b17d2c95-46e7-4bcf-84a6-53f5f052571b,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-12-24 10:22:29,3845.05,PIX,Android
322515a2-7401-49ef-bc0a-6bbec18251bc,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-12-20 22:45:31,2304.34,PIX,Web
e5c32284-fc99-48e0-a886-8d3be5a12dc6,a59619c9-8909-4ae2-b762-e3bdf522c547,2025-08-05 23:45:24,1765.56,Saque,iOS
